,HHID,Subward,Radio,Television,Newspapers,AgExtension,Veterinarian,MigrantLabor,OtherGov,LocalFriend,DistantFriend,Religious,Scientist,SocialMedia,SourceNumber,SourceIndex,PublicSources
332,2610035,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2,-0.8897600045034108,0
333,2610036,2610,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4,0.03227108824623762,0
334,2610037,2610,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6,0.9543021809958859,1
335,2610038,2610,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5,0.49328663462106176,0
336,2610040,2610,0.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,7,1.41531772737071,1
337,2610041,2610,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,5,0.49328663462106176,0
338,2610042,2610,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4,0.03227108824623762,0
339,2610043,2610,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,6,0.9543021809958859,0
340,2610044,2610,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,1
341,2610045,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,-0.8897600045034108,0
342,2610046,2610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4,0.03227108824623762,1
343,2610047,2610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4,0.03227108824623762,0
344,2610048,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
345,2610049,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2,-0.8897600045034108,0
346,2610050,2610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4,0.03227108824623762,0
347,2610051,2610,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,5,0.49328663462106176,0
348,2610052,2610,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,1
349,2610053,2610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,1
350,2610054,2610,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,7,1.41531772737071,1
351,2610055,2610,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,8,1.8763332737455345,1
352,2610056,2610,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5,0.49328663462106176,1
353,2610057,2610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,5,0.49328663462106176,0
354,2610058,2610,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7,1.41531772737071,1
355,2610059,2610,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5,0.49328663462106176,1
356,2610060,2610,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4,0.03227108824623762,0
357,2610061,2610,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,1
358,2610062,2610,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,-0.4287444581285865,0
359,2610063,2610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3,-0.4287444581285865,0
360,2610064,2610,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6,0.9543021809958859,0
361,2610066,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
362,2610067,2610,2.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,8,1.8763332737455345,1
363,2610068,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2,-0.8897600045034108,0
364,2610070,2610,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.03227108824623762,1
365,2610071,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2,-0.8897600045034108,0
366,2610072,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,3,-0.4287444581285865,0
367,2610073,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2,-0.8897600045034108,0
368,2610074,2610,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,5,0.49328663462106176,1
369,2610075,2610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3,-0.4287444581285865,0
370,2610076,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2,-0.8897600045034108,0
371,2610077,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2,-0.8897600045034108,0
372,2610078,2610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4,0.03227108824623762,0
373,2610079,2610,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3,-0.4287444581285865,0
374,2610081,2610,2.0,3.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,9,2.3373488201203587,1
375,2610083,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
376,2610084,2610,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,7,1.41531772737071,1
377,2610085,2610,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,7,1.41531772737071,1
378,2610086,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2,-0.8897600045034108,0
379,2610087,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2,-0.8897600045034108,0
380,2610088,2610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,0
381,2610090,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
382,2610091,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
383,2610092,2610,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,-0.4287444581285865,1
384,2610093,2610,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,1
385,2610095,2610,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.03227108824623762,1
386,2610100,2610,1.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6,0.9543021809958859,1
387,2610101,2610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,-0.8897600045034108,1
388,2610102,2610,0.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,7,1.41531772737071,1
389,2610103,2610,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4,0.03227108824623762,0
390,2610104,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2,-0.8897600045034108,0
391,2610105,2610,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,1
392,2610106,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3,-0.4287444581285865,0
393,2610107,2610,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,-0.8897600045034108,0
394,2610108,2610,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4,0.03227108824623762,1
395,2610109,2610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4,0.03227108824623762,0
396,2610111,2610,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,0
397,2610118,2610,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3,-0.4287444581285865,0
398,2610119,2610,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,4,0.03227108824623762,0
399,2610123,2610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
400,2610124,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
401,2611001,2611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,4,0.03227108824623762,0
402,2611002,2611,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,5,0.49328663462106176,1
403,2611003,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3,-0.4287444581285865,0
404,2611004,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3,-0.4287444581285865,0
405,2611005,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3,-0.4287444581285865,0
406,2611006,2611,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.49328663462106176,1
407,2611007,2611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3,-0.4287444581285865,0
408,2611008,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
409,2611009,2611,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4,0.03227108824623762,1
410,2611010,2611,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,8,1.8763332737455345,1
411,2611011,2611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,5,0.49328663462106176,1
412,2611012,2611,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,3.0,6,0.9543021809958859,1
413,2611013,2611,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4,0.03227108824623762,0
414,2611014,2611,2.0,3.0,0.0,3.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,3.0,9,2.3373488201203587,1
415,2611015,2611,1.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,3.0,9,2.3373488201203587,1
416,2611016,2611,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4,0.03227108824623762,1
417,2611017,2611,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,5,0.49328663462106176,1
418,2611018,2611,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,7,1.41531772737071,1
419,2611019,2611,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5,0.49328663462106176,0
420,2611020,2611,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,6,0.9543021809958859,1
421,2611021,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,-0.8897600045034108,0
422,2611024,2611,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,5,0.49328663462106176,0
423,2611025,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
424,2611026,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,3,-0.4287444581285865,0
425,2611027,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,-1.3507755508782349,0
426,2611028,2611,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,0
427,2611030,2611,4.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,6,0.9543021809958859,1
428,2611032,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
429,2611033,2611,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,7,1.41531772737071,1
430,2611034,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3,-0.4287444581285865,0
431,2611036,2611,4.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6,0.9543021809958859,1
432,2611037,2611,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,0
433,2611038,2611,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,4,0.03227108824623762,1
434,2611039,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2,-0.8897600045034108,0
435,2611040,2611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,6,0.9543021809958859,0
436,2611041,2611,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,7,1.41531772737071,1
437,2611042,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2,-0.8897600045034108,0
438,2611044,2611,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,7,1.41531772737071,1
439,2611045,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
440,2611046,2611,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4,0.03227108824623762,0
441,2611049,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2,-0.8897600045034108,0
442,2611051,2611,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6,0.9543021809958859,1
443,2611052,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2,-0.8897600045034108,0
444,2611053,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2,-0.8897600045034108,0
445,2611054,2611,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,4,0.03227108824623762,0
446,2611056,2611,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,0.0,2.0,11,3.259379912870007,1
447,2611058,2611,4.0,4.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,7,1.41531772737071,1
448,2611060,2611,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4,0.03227108824623762,0
449,2611061,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
450,2611062,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2,-0.8897600045034108,0
451,2611063,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
452,2611064,2611,3.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,8,1.8763332737455345,0
453,2611065,2611,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,4.0,7,1.41531772737071,1
454,2611067,2611,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,10,2.798364366495183,1
455,2611068,2611,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,5,0.49328663462106176,1
456,2611069,2611,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,0.03227108824623762,0
457,2611070,2611,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,-0.4287444581285865,1
458,2611071,2611,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5,0.49328663462106176,1
459,2611072,2611,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,5,0.49328663462106176,1
460,2611073,2611,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,6,0.9543021809958859,0
461,2611074,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3,-0.4287444581285865,0
462,2611075,2611,3.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,6,0.9543021809958859,1
463,2611076,2611,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,5,0.49328663462106176,1
464,2611077,2611,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4,0.03227108824623762,0
465,2611078,2611,1.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,8,1.8763332737455345,1
466,2611080,2611,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,0
467,2611081,2611,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4,0.03227108824623762,0
468,2611083,2611,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,5,0.49328663462106176,0
469,2611084,2611,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,0
470,2611085,2611,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,1
471,2611086,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
472,2611087,2611,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,9,2.3373488201203587,1
473,2611088,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3,-0.4287444581285865,0
474,2611089,2611,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3,-0.4287444581285865,1
475,2611090,2611,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,9,2.3373488201203587,1
476,2611091,2611,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,5,0.49328663462106176,0
477,2611092,2611,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,0
478,2611093,2611,4.0,4.0,3.0,3.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,8,1.8763332737455345,1
479,2611094,2611,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,0.0,4.0,11,3.259379912870007,1
480,2611095,2611,4.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,4.0,7,1.41531772737071,0
481,2611096,2611,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,0
482,2611097,2611,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4,0.03227108824623762,0
483,2611098,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3,-0.4287444581285865,0
484,2611099,2611,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,5,0.49328663462106176,0
485,2611100,2611,4.0,3.0,3.0,0.0,0.0,4.0,0.0,4.0,3.0,2.0,0.0,4.0,8,1.8763332737455345,0
486,2611101,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
487,2611102,2611,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,5,0.49328663462106176,0
488,2611103,2611,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,6,0.9543021809958859,0
489,2611104,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2,-0.8897600045034108,0
490,2611105,2611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,4,0.03227108824623762,1
491,2611106,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.811791097253059,0
492,2611109,2611,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,8,1.8763332737455345,1
493,2611110,2611,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4,0.03227108824623762,0
494,2611111,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
495,2611114,2611,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,5,0.49328663462106176,0
496,2611115,2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,-1.3507755508782349,0
497,2611117,2611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,0
498,2611118,2611,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3,-0.4287444581285865,0
499,2611119,2611,0.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,6,0.9543021809958859,1
